id,T,recency,frequency,avg_monetary
2f87ccd8d2d676d667a844ee5c6a17bd,347,117,1,181.0
5b3186d7cf904f2f9369aec26faba4d2,349,65,1,184.4
5c00e849b56a56ea31560d5d66f933e9,62,39,1,38.045
6c005d6d2d21634f3eabb0720c780d75,158,47,1,26.49
71a92fd3087501bcfba6e6e1ef7e8fd7,482,457,1,111.5
7a311d62282fa63be12b02aef2fd21d1,471,254,2,78.0
e2889baccec81ed3bed4d66c1c675cb2,469,188,1,86.6
ef7ccf8e6acbf1ac71af305967e708c3,417,10,1,130.45
065dcef61d5f66b30d2ee51b5343d023,509,231,1,82.45
139093b1c6e7e3108ac0469ce43bfb99,372,351,1,144.895
186638bdb0f600c9bf2bd60e4b14537c,91,8,1,58.400000000000006
e9dd12dca17352644a959d9dea133935,183,44,1,37.49
f8f6ed51ded0d4757a6153f5ce0f8906,141,9,1,262.0
07342638d0e0aad32c3cf0efc1a37ba5,382,40,1,274.89
1f9756abd497b76eeccb492bfe91df35,174,45,1,189.45
2767f1bba0529fe3f48378c05ea40f0f,432,280,1,84.9
3ae522de6b23a3699ef105d4c4b3b82d,377,41,1,26.994999999999997
75eacb17f5ef482c37c7b7903f014ece,108,77,1,149.45
7cbf84875196ee1d04dc880ebbfaa7ef,447,329,1,158.895
8f1794300ad248a55eae07168219ca15,474,236,1,109.94500000000001
a262442e3ab89611b44877c7aaf77468,564,522,1,73.95
c89d91308d60d2f2076d20296962f2c3,337,133,1,24.49
eb3401656cd6eaad985629735dc1c339,293,196,1,79.80000000000001
f1bee02ceae8a430506b798786f766b4,161,12,1,44.45
03ef7f03905227e15c7b6c860554b3cb,126,78,1,95.995
4067ba7df47a2bcb753ae5f7530fc7cc,470,8,1,74.9
43c73f9043398f0dd2163fc5f825e61a,315,16,1,104.94500000000001
5d63628c95182301765aa1482b0293aa,292,267,1,119.4
7588c20c457369de8caad958afc1cc06,585,413,2,57.93333333333334
82c173abf4679049bd8628bfe89a9f2c,389,25,1,93.99
894382535eef1ce243ec19088626be0e,349,166,2,82.73666666666666
9fa0a504d42412f2bc9878d90541121d,403,230,1,27.465
c3a8c3c742829113458555ed8d300404,279,133,1,344.945
33176de67c05eeed870fd49f234387a0,194,102,1,510.75
585ba6a115792c0b0483d65e5ab1f4b6,272,2,1,35.495
ee3adea169ca02ca9bd1e80bc620856e,365,120,1,374.495
0697142614905a50813d854fa08b8eaf,84,41,1,44.0
1c553721323d2cf153d114724b92118e,220,68,1,85.9
2b4efa2bb0d9e62ee5e197cacd93c0d6,352,133,1,177.485
372b41e8faa2819e0b6346b16cdf402b,77,36,1,51.39
53cc7338a7d5994fe8baa28a039d2343,20,1,1,52.295
6c722fdc0ca8a586dcfa980f2f1278eb,416,48,1,94.735
84720447172b234e7504da52ee639435,484,254,1,119.495
a0d44d593fe455c0ec7ed8f4715190cb,155,1,1,89.9
a2b7188b91416738f3f713f6e107f276,321,124,1,177.4
cb4f48aa5b4657435b012a65f2a122eb,380,181,1,459.95
d0145502f422d4a9387f75186674f29a,379,212,1,83.45
d65921a138c59000aff343f8c991b896,263,165,1,119.945
125740359669fa63858476105a5d523d,545,138,1,224.85000000000002
130f4a32887cc549621b3c6cf36bf77e,310,292,1,94.9
56238e115fd05d88a5e9ae565b8c2dbb,94,20,1,27.9
5ec4c90f549177a8cbbbc7419353e66a,535,138,1,149.45
acc374bd9024806a83121b1d2565db2f,439,262,1,92.0
c658495c41a24ef33a852db6840738a1,572,335,1,32.49
fed519569d16e690df6f89cb99d4e682,258,88,1,124.95
032b3a42598667caf2e099999b9dc1b9,43,1,1,193.85
13bf0b4120921402dff563cda4383ff6,287,245,1,69.4
2b4871f788b44ee004ec2c7fc7cd420b,413,105,1,127.92500000000001
355ae139c8a163fb77c065a2d1403ed9,509,26,1,139.9
75a398e43d9757a4f7d6f622aeb22c47,361,10,1,23.9
954456f376f79dfa36460750500f7dc6,491,354,1,199.935
dcae10a371a35e87b7e88b8724a7bbea,335,14,1,54.45
ea94f7a5177a14fde12ff625b03dcd7a,369,239,1,60.650000000000006
004b45ec5c64187465168251cd1c9c2f,368,267,1,43.45
1477c54a1abe3610e3e9ab411801cecb,347,22,1,114.9
1bcbeccb2851888f299cf9a5dba8553d,86,56,1,158.495
593cb774409e5239a1946d1c88e0813d,486,60,2,53.26666666666667
5d7ff357d021646cf8adf2601713f624,181,92,1,99.0
5f8ad624020f7db33a63d5a0e5d14348,37,3,1,99.9
73a218a376e1c8e6a31799484fe514b8,156,18,1,209.3
95cfb39a7e263160308a934e42cfc4e0,355,66,1,49.945
baa8144c90cc484cda27858b86a32f99,318,246,1,48.94
dff33bfc45ae0becc55ce9b50acd4073,349,152,1,482.9
10bf8afdd66da75c386fbacf04c85710,218,53,1,194.85000000000002
194f1bab01e4e36f4255603e9a427b89,66,23,1,109.95
3daa1c97a3155484f70c88b19c90dfb5,329,281,1,347.5
4ad4d9be004941fb8e0ffd31ddbf1f3c,64,14,1,37.95
5fe117882be55ee9ad0d6c6c56d11019,71,48,1,149.49
683459cab0129375a071efb00da7c191,18,8,1,164.0
88fcb680dc8cd2e540010c0750b78242,498,270,1,46.75
91e59b92e87f627abdab279ea3ab0c87,158,1,1,12.0
bb6d785b806cb1eef824812b06b9f15b,189,162,1,32.4
f1c08d13b8520a6efa197627fada3a56,315,286,1,81.35
fd09c64a101e3eff4adbca1b28552514,383,121,1,31.75
124ef8d5acc80858c69d34e3e08b572d,375,328,1,197.95
280c34dc057ff9f3cd17360673d4b87c,344,113,1,57.85
63adc4def3cd3c39bd83083d737d98b5,76,63,1,86.95
65e2735427dedd6a787e5b065b3cc41e,341,54,1,61.489999999999995
74b8021516f25eb91f5b4e704a2cd671,56,35,1,27.95
7b51437497e9c9b82a08ddb62dfb7b88,109,17,1,34.245
e8663abca66edfe7b18d03a921637578,222,33,1,83.445
ec0f5b4fe392d71f361112c1b508b707,425,180,1,99.4
3a41ac64aa715256d81e129f02b451bf,117,64,1,35.9
8e49d21f0335c3013583f2b3f99f8e25,73,9,1,49.9
90f323e9f0948ddd96c6f6a8ecc75830,538,82,1,99.44
c05e676aa7a9139b522ba75149226825,127,13,1,24.99
c0842fc6a034863db2d8479df8435492,461,341,1,154.0
c893e6fe915add1b28ef934048f0023e,198,135,1,274.9
d821b0981be9795c42ff1b2dece149cb,255,1,1,99.94500000000001
07ff81a9676efa0286ddd3f09e7c0063,200,115,1,160.44
0ea353565cdde00e1d8352a08290a352,560,185,1,117.4
334293c291f43a6aa85020f8597a171f,400,67,1,123.82500000000002
4ce423721c74231c174d0bb22367645a,168,81,1,152.95
7828a4a1ee004bbe6665cbffbc4bf2d9,503,299,1,142.5
aebc1c715aad58419ecb2d919f449127,287,158,1,37.9
b4d20b907a61795e8c8f3a7966c6cfb9,331,249,1,94.8
cdc8b0d152b868db7e28de59f642c94a,188,127,1,174.245
d16f2966cda34d01f661bfc50635edb2,251,184,1,350.34000000000003
031ea691b99fc101dcad357d1a83573f,476,55,1,28.494999999999997
15a52a044cbf18c87283f8c460ad5ccf,24,2,1,21.244999999999997
220bcdd6ae284ed1a273d99003fa8a0e,247,91,1,39.985
320e13a9e22b4e4cda8c17ed1c140ce0,281,8,1,35.849999999999994
4e1cce07cd5937c69dacac3c8b13d965,283,247,1,608.3
6287d15cdf992224e7bb7010c69c4095,208,159,1,26.4
6345e3b3ba5ee47685e29ec5febc8155,207,71,1,223.39999999999998
7305430719d715992b00be82af4a6aa8,419,400,3,91.07499999999999
7a774055fedca2666e77244c5e50368f,67,41,1,40.45
93427465b223bc8292b51bb86077b695,265,57,1,122.45
987fadd385777d8f27edac709bc9fb61,335,50,1,206.5
013ef03e0f3f408dd9bf555e4edcdc0a,75,29,1,113.17
0895c61a77b305efdfad13596c749c60,277,131,1,445.0
1291474366a550ebc251d9187e763d62,542,113,1,67.92500000000001
19be5923f7d998e76b9f3b1eb87c32af,427,199,1,71.7
282dc4abbf2759fb9bb77217f5cd6c4c,412,139,1,124.94500000000001
4ef6c02126b21225e011b242f9f79c6f,471,206,1,207.5
7cb9a6b438fe0a5f228bfd32ff9e1a11,230,53,1,79.85000000000001
8961b4ca2c5aceb7a78ea72c6e0c840a,281,208,2,213.89333333333332
a56df37f1251ec47d5ad53dab3043f38,94,18,1,636.4449999999999
b316e256ce45161d3ab81f74834376e8,464,276,1,109.9
c2551ea089b7ebbc67a2ea8757152514,478,13,1,63.400000000000006
c60635e3c36e27ff9222fdac1ef3e17f,226,91,1,134.9
d0924cc48eeb9e613a31e365ba1db47d,425,207,1,100.95
dd6e665621eca3de5e37b072f7d50f0c,396,54,1,59.75
f172c33b146e90b95ee12499eb6632cb,238,77,1,80.495
21c8aa0cb27943cbf33d75985e28da67,330,20,1,86.735
310647380793836bfa5b7b6b3f518423,504,183,2,87.62666666666667
326489271c23dd3128b4480220e5232a,133,21,1,308.495
51dc56123336c573f2977f5da81b17b9,495,154,1,349.9
582183483d33018384b309d31c45f353,500,1,1,92.66000000000001
771f344c1ac13d8ccdf2d14c48e2c6c3,578,166,1,34.9
9b22d6fe1f74d6e1aefec789415ec847,407,237,1,40.489999999999995
a55e19719dab7efad8d5b7b0bedf5326,179,102,1,124.94
a7f8b23aaf522616c6c7daa2a3753247,286,12,1,219.495
b1a82c8d03f1811eb03d6cb6555ea68e,228,182,1,62.7
bf482716881b0c14af9efda1fc58a649,461,274,1,141.4
cfdaaa0caea59b06efb4b0fb8c700684,551,1,1,84.9
d02cbb85434c84acabb8e81bbf064d3e,353,201,2,42.56666666666666
f3b75d6f1b2a6555223b35fcb52dcf54,350,233,1,41.5
00a39521eb40f7012db50455bf083460,104,11,1,40.725
318b8659483e12e9cbe1e6550d97f9d9,572,20,1,299.9
483b26e1bf0f4797e5512d8849d90835,514,142,1,139.99
51d8d985d769925b981b4a34ddf6dfc6,366,242,1,170.95
5cbfdb85ec130898108b32c50d619c39,223,49,1,113.9
6cf5a61d865d979d060812cdb48ce484,352,193,1,142.0
719b416ebeb9f51638f343c4cc19f742,312,283,1,42.45
919bf2617845a0f73acc0361cba58267,353,131,1,89.95
a74e3f2f887f14862e34c61ed0e4c5d0,252,69,1,14.995000000000001
b25a21b56a2d74da49e04cadbc9e0dd8,412,188,1,47.995000000000005
d75a854dd5534f42bfac3299ac2d0b33,479,304,1,157.45
e5912280c9d8c14b4e7778df669dea07,37,2,1,44.5
ff8892f7c26aa0446da53d01b18df463,468,186,1,138.975
432aa6200ee9673be90863a912dc91dc,340,165,1,46.5
9475b70c3d9add279a65672fca348944,334,42,1,136.88
b4418ae2225a81808d6c5a61f3a719ff,296,238,1,61.62
cc025521d96a3005316b61cde71907db,381,185,1,206.95
e559969619d1a0922477a2d8cfaf50d9,309,175,1,28.485
1a24445f0e6006e4336ecba4ba576e4b,244,10,1,55.85
2028c90d6c4523ae70a285c44010258a,175,132,1,158.585
3b92b8617254e581d164b5d213d437a2,502,263,1,72.845
3bcd0ddf751cb9542efe9f6299fad626,69,9,1,85.66
4ced1b9f8668a9792e5484da6d97b229,322,1,1,15.6
5e0aa142dc4760e62a74c1830cbf91b1,592,391,1,199.89999999999998
672452f682b6cd65d8256f3e527bb93f,385,3,1,81.8
7c5cd64106c9160122fd28b026cec28b,304,284,1,57.95
9565b6eb599caea334238cf517c2408b,417,380,1,48.85
a2d8125361b16f316df65f4603b88e23,235,57,1,209.2
d0b2f9c9f13d9048969517d02237b432,565,5,1,21.99
d0c62583f73531eba6338b2390e7a861,363,258,1,102.4
2fe074ea3cc24b8fd57d29effc995f8b,507,230,1,489.945
929b8bad532f969fc414b7831ff3360d,457,62,1,121.63
a1f6aec75e41168caba548372f245c68,259,77,1,107.0
b18c8cbd9616a95055ef4146f3f805e1,147,55,1,81.7
d3359a56d96666ac0c21bb01e7a61c95,376,209,2,118.97333333333334
e58043c5746b4d123edd5fe77ef48696,137,25,1,28.445
e9523749328fe82cd18a39f8611a69b9,196,61,1,283.5
ef1d0f1922417f396a0aa0a03296c572,398,114,1,83.44500000000001
fa494e4132e6539d70a8478f1d0cf3e3,209,180,1,92.195
0621c2a5979d3e887ae519620cbe2926,452,62,1,233.85000000000002
0bf1278577a2acf8532a031d98cd517c,331,67,1,124.025
13473af264dea0facd893d6516900b22,284,168,1,52.45
81098a634d4eab46ab9fbd0df37e52bd,226,209,1,152.89
9d42d5ee226121b6dc867197ce0529cc,126,53,1,232.39999999999998
9fe8cb705d35cf54025160f9f01b7cc4,438,172,1,81.45
beceaa52fb2f761e647222b3cf7ce0b2,532,301,1,147.5
0178b244a5c281fb2ade54038dd4b161,482,444,1,104.44
1b5720c7b0ee7183c2eafe3dba65111b,317,33,1,24.445
5908f8630bbd5a8d5984b25f85588168,443,72,1,130.0
6a2c39f27e5c40a4d2a0cd94aeb8c925,271,50,1,77.4
9a6a921e2fdd2e6ba9c4fbdf24381248,242,32,1,55.745
e2439c7b04c3500e7a4aa7a208e78f70,112,20,1,57.9
e65862da4f9f183565831cf7e1cbb7a5,511,6,1,71.625
0c8286526be3a0fc8f50b7267db95035,494,336,1,137.25
51838d41add414a0b1b989b7d251d9ee,540,83,1,137.3
5c8b41ba21631ca0432de4a10a56fcf1,533,21,1,116.0
71bd6ff3f70090f785e26643f22c6484,463,333,1,54.445
73601b1eec55943e90ce8d61253d5c09,343,36,1,1004.99
af51e8dd1c30737ba2dd0ece8cfa294d,466,39,1,62.51
b0f47d39f0e55621071ec1e93ca6b74d,464,13,1,39.945
ce8b665ad7a00dfee2a4fbd19dedb82a,202,11,1,228.325
da8198ea45b815ac5588df1dc7f66661,204,3,1,74.99
e38bf9a883752b0b65407a103fd7ef30,279,34,1,114.95
ed91e2bcbc71d72c1d7871961a01d3e3,260,81,1,55.900000000000006
1d95a47c2206919e1de2f8ff91065d20,567,10,1,39.9
37669671d35808111ab0d229e546221f,144,14,1,111.945
379a5698aeca26ff55abca9bc7fcaa4f,284,96,1,77.85
55f21db4f9a353dcee5b774f750c65a1,105,12,1,219.9
574e36a816bf7a295404e686062fc0de,455,324,1,99.8
6aa14366984bcc5f1ea760928283d451,387,169,1,152.45
75ff587e87e047a7e00f75bbcab17c00,577,270,1,119.45
8689b3e15d4b16cfd05ecf597a523453,523,288,2,61.5
ed873efbae1f165689d2e836f7a45a20,495,36,1,12.1
09d74edf20acb4f9523fb1cf19a18456,292,109,1,137.71
2f118e666b41b76a61d8cdbbc19f7735,302,236,1,162.5
557b158701bedbb76b856eb5f3af51b1,243,97,1,318.77
60d2dc24e6a89bd218f646df03674e5b,55,2,1,101.4
73fa628b0fc190639f48da2667eb1381,431,116,1,84.945
8614ac51282d77ed22393201f26ca405,215,179,1,116.035
b7737cd1c12adf6a0bc2de497ce2935d,77,51,1,108.80000000000001
cecc19ff12c206e6368dd1e9c22a848d,552,383,2,246.13
0d7241c7fb49c1be6e75c9fe99e0822c,231,104,1,96.4
1041688b50cfd8ef6df6086a1746a30c,237,230,1,20.9
110991b379efbcebb0d35cbd20bf9698,209,61,1,36.85
2d14556024f4bbe01f147576097c42fe,238,208,1,114.45
53b30ca78efb2b7efcd3f9e461587eb2,382,21,1,123.5
5b1ae94194ff6e974356063557746e47,504,32,1,66.75
9c760a39c48113c1450dd5b65958d7fa,451,86,1,58.445
b56c60ed244eed72ff5640a41bf254d5,567,280,1,60.925
c9c6d353f4101827b3dbc83b093b2fe6,559,43,1,67.44500000000001
cde37fe3a24ad875f5ff1482fd80a43e,92,57,1,72.17
eae0a83d752b1dd32697e0e7b4221656,215,82,1,910.865
182053495bc94c2f41090ce8c41be266,146,130,2,56.56666666666666
359bacb2b5c52b4287667a7bc6c7bc63,505,28,1,265.5
3e43e6105506432c953e165fb2acf44c,351,162,5,166.80833333333334
4d7b6c39aa3c7b53acb8058e4094a593,196,187,1,224.85000000000002
6e0d94e83bae00a64c12c9497158ee1c,396,51,1,25.1
910240400459e4edf250cddd2588bfd2,235,115,1,54.4
a3cff19572a9d98802efdd6603792ce9,244,6,1,41.5
bb99e6ae642f462d7bf05db05fc9aa11,331,180,1,92.39500000000001
bc98051cee7c0111167e6f40a4ed76f6,191,18,1,229.85000000000002
da29b8a3970adddb9ed2dc8a492065af,441,90,1,57.45
0cfd915db480acd7d9a954409cabfb1c,386,9,1,43.400000000000006
2d49eaf79111ff286fe657aadbed5a28,409,289,1,56.445
64df076fb557552498049bb07ed1cd5f,132,15,1,202.45999999999998
674e552503d21cd547fdd0de0bfb9be2,152,51,1,151.5
711066a7bba9951b1da0ce0f4302af23,264,55,1,43.45
7441ce776af8da3b9df3d3f3c1e13ab1,428,12,1,38.995000000000005
8746f1ba2e19bcf8bc03a946a0923d78,319,43,1,153.48000000000002
934e91b0e98dbbeb3649cb1091cca051,549,263,1,177.95
9f10a450cddebea0e7cd86f67c894d1c,241,121,1,52.445
bd86b1862fe796149a4d2af57bd85451,160,71,2,90.96666666666665
ec7f1811826ab04a27a92197bc40c888,306,47,3,121.9725
ef6f8fd740ae1fe88a80a321306bac50,150,61,1,110.0
0361e980b28826f4d286ac144d9b319a,66,1,1,154.5
1c98969880c8c7c522bc4677dfce9384,352,186,1,80.49000000000001
1da09dd64e235e7c2f29a4faff33535c,482,246,2,660.0933333333334
298c3e1a698283a45f1c94df3942bb3b,185,25,1,57.495
ba77e9b6506636dcbd03e463d4786f24,508,79,1,111.44
baad97a77fafd04f72a7f874dd67b37e,490,384,1,119.44500000000001
c36acb527b8f2c464abd036b879f4ec8,393,300,1,279.495
d21fb1e8aee69c608f5c2fb5b6c28cad,192,71,1,83.475
d366cfc097d250c153a712cebfc7d94a,241,29,1,178.4
ec9c7ebb2a345ccd42c46b94ecb4d319,601,191,1,190.0
0807baeeeaa1309effbd9a9dee41ab17,160,41,1,152.5
0fd39b61ec94864f92e18e5d7144bc6c,301,139,1,137.0
13abc50b97af7425b5066e405d7cd760,491,6,1,47.45
15eb6c5aa4aa23cbdb42e119220d23ec,347,27,1,195.5
2516f43838c4892e066fec28143efa64,206,1,1,377.0
28da99e178f274876e3052c1740c6c87,389,20,1,18.4
4f011f45db425dcd3be79d4c11e9ad05,562,112,1,92.495
570eb70ff97166b85ea96be3bfb65fef,315,16,1,66.485
5b07d855f3356e33b1434dfb5a035cd7,403,30,1,139.9
6832ad9ac97f82c7c5d614fb8e632e7b,372,279,1,104.495
6e08abf5cfb67eeea9e48463da288788,136,35,1,119.0
76a0491dd70c125840fa259f00dfc351,233,90,2,77.60000000000001
7c67f115342d01560cd438fad6346a3c,518,55,1,94.9
927c1b4bd2d326409fd16eeedaa9ea30,349,196,1,121.5
a7657330b1c135f3acd420326e335b2c,474,173,3,142.37
b824f6981f2ee1c30533c4138572428c,592,187,1,93.4
c7fb8ec1ea35af7e89f989b6e17e2bd8,305,1,1,472.3
cd0e1d42225b7f4cf78a382e4f57e704,170,98,1,249.5
04e495a3f45df8b41be2e934bbc16961,483,259,1,80.445
0f1bd80ed58b9d0f45dca1bb396d8ac9,259,147,1,31.985
22f6af8201369f9eb96592db3142b9c2,265,63,1,265.52
39104edef5e46d7b8c61848cc95e6d97,419,81,2,32.160000000000004
8f710f0d7e8dab5c8c1135e63b44de7a,523,193,1,54.894999999999996
941c336ba35bc4cbd3c5bda62cfaa767,210,21,1,197.45
b434a4f306b4eb09c0d57b76f0c4684d,114,43,1,42.245
e6ae3727da5a849a77c47c7d661bd152,82,1,1,90.95
e7e84072c5730f21d38aea4e37d531f0,397,113,1,19.994999999999997
e89bf89e2621b5aeb4c181e69a8c6952,428,14,1,183.39499999999998
ee4a5dab94b427525ea24bc30d4442fb,295,155,1,91.69999999999999
f25c83fef4ae7252feec416e7927acac,187,110,1,106.5
0341bbd5c969923a0f801b9e2d10a7b8,99,2,1,914.22
35de25c73544f00e8adde226a4d1bdcc,471,133,1,157.4
4b1141303289a23d05776bd25076c2fd,282,47,1,89.99
6bb535b0906b43e0041916897667aeed,453,101,1,480.24
730e4b7ede33b484516435d39ab4dc49,567,113,1,169.99
821e75291b1ad362e614c0ea79fc95a6,133,90,2,160.0
95828271d6bee6d5eedcd00e639d67a6,231,211,1,60.445
9bff77a776574edf41418ddd01bcbb4e,211,69,1,52.45
bb656eab01a34ac497457c5a92f5bd07,480,117,1,164.9
d83257348027bd8c59a228cc034de5e3,414,329,1,84.94500000000001
e4b98eebb8983cade8610c0def59f705,528,38,1,341.495
0f0e48a91c9c285404572b095bcb373c,523,112,1,79.44500000000001
118be57d1b7de439453a0c6625ad7934,387,6,1,27.4
18f17efd50fd7e9595cc1a40205c937c,425,57,1,66.75
1a27a558aac4c4bfe3642b8c9bffcf4f,42,9,1,228.95
2dc7f51f05ba1b1a92608e45e55d1fe1,552,295,1,43.24
4f477c554c5bd165f95d62b409ac6425,405,318,1,56.400000000000006
69f2934ad8b50cc05587a94cc7d68fc9,277,94,1,142.39499999999998
89672d977dd21afa429505c66a1abc17,424,18,1,56.940000000000005
